slug,title,year,importance,theme,subtheme,citationCount,status,download_url,file_path,file_type,bytes,download_reason,error,manual_path_hint,source_url,doi,arxiv
this-land-is-your-my-land-evaluating-geopolitical-bias-in-30f9d6ab87,"This Land is Your, My Land: Evaluating Geopolitical Bias in Language Models through Territorial Disputes",2023,Important,"Politics, Democracy, Public Opinion, and Persuasion",Multilingual and geopolitical bias,34,downloaded,https://arxiv.org/pdf/2305.14610,data/paper_cache/downloads/this-land-is-your-my-land-evaluating-geopolitical-bias-in-30f9d6ab87.pdf,pdf,991790,arxiv,,,https://www.semanticscholar.org/paper/1f5c666f2462190f76749be65764f43c393b0c0c,10.18653/v1/2024.naacl-long.213,2305.14610
three-s-a-charm-open-event-data-coding-with-el-3fa8cc0e0d,"Three's a Charm?: Open Event Data Coding with EL:DIABLO, PETRARCH, and the Open Event Data Alliance.",2014,Important,Classical Political NLP and Information Extraction,Political event data and conflict information extraction,49,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/three-s-a-charm-open-event-data-coding-with-el-3fa8cc0e0d.pdf,https://www.semanticscholar.org/paper/ebec268b3097a364f04c9630521ca2c16a3bdfb2,,
timeseek-temporal-reliability-of-agentic-forecasters-ef1dca80ab,TimeSeek: Temporal Reliability of Agentic Forecasters,2026,Curated,"Forecasting, Geopolitical Risk, and Foresight",Forecasting performance and aggregation,0,downloaded,https://arxiv.org/pdf/2604.04220,data/paper_cache/downloads/timeseek-temporal-reliability-of-agentic-forecasters-ef1dca80ab.pdf,pdf,277027,arxiv,,,https://www.semanticscholar.org/paper/ebdd99354e7e8768df6ec012bd4d7ae5134595ff,,2604.04220
toward-an-artificial-deliberation-on-google-deepmind-s-habermas-machine-40f0765787,Toward an artificial deliberation? On Google DeepMind’s Habermas Machine,2025,Curated,"Policymaking, Governance, and Institutional Decision Support",Policy persuasion and democratic deliberation,1,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/toward-an-artificial-deliberation-on-google-deepmind-s-habermas-machine-40f0765787.pdf,https://www.semanticscholar.org/paper/b41c5f23454df095d567f1659c87b5a874099cc2,10.1007/s10676-025-09854-1,
toward-better-temporal-structures-for-geopolitical-events-forecasting-cdb2a2b38e,Toward Better Temporal Structures for Geopolitical Events Forecasting,2026,Curated,"Forecasting, Geopolitical Risk, and Foresight",Geopolitical event prediction systems,1,downloaded,https://arxiv.org/pdf/2601.00430,data/paper_cache/downloads/toward-better-temporal-structures-for-geopolitical-events-forecasting-cdb2a2b38e.pdf,pdf,3477829,arxiv,,,https://www.semanticscholar.org/paper/dba33ae55b387a5ca5779c448c4e15cc7d00cb10,10.48550/arXiv.2601.00430,2601.00430
towards-using-prompt-engineering-in-large-language-models-to-assist-068f8c88b6,Towards Using Prompt Engineering in Large Language Models to Assist Decision Making,2025,Watchlist,Peripheral and Borderline Materials,Generic decision support and human-AI workflow,1,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/towards-using-prompt-engineering-in-large-language-models-to-assist-068f8c88b6.pdf,https://www.semanticscholar.org/paper/c332dfdcb17d8c426c18da1e952f6809e95adbe3,10.1016/j.procs.2025.09.650,
truthtensor-evaluating-llms-through-human-imitation-on-prediction-market-under-070f117fae,TruthTensor: Evaluating LLMs through Human Imitation on Prediction Market under Drift and Holistic Reasoning,2026,Watchlist,"Forecasting, Geopolitical Risk, and Foresight",Forecasting benchmarks and datasets,1,downloaded,https://arxiv.org/pdf/2601.13545,data/paper_cache/downloads/truthtensor-evaluating-llms-through-human-imitation-on-prediction-market-under-070f117fae.pdf,pdf,940444,arxiv,,,https://www.semanticscholar.org/paper/a3846e88d8f7aa7d19b1ec6b7d90b5fac704b007,10.48550/arXiv.2601.13545,2601.13545
twinvoice-a-multi-dimensional-benchmark-towards-digital-twins-via-llm-4d91a8e715,TwinVoice: A Multi-dimensional Benchmark Towards Digital Twins via LLM Persona Simulation,2025,Watchlist,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,5,downloaded,https://arxiv.org/pdf/2510.25536,data/paper_cache/downloads/twinvoice-a-multi-dimensional-benchmark-towards-digital-twins-via-llm-4d91a8e715.pdf,pdf,2958427,arxiv,,,https://www.semanticscholar.org/paper/7159179a83cbcdd2e86492849d984e0d78bde214,10.48550/arXiv.2510.25536,2510.25536
understanding-online-polarization-through-human-agent-interaction-in-a-synthetic-3a64f8aeaf,Understanding Online Polarization Through Human-Agent Interaction in a Synthetic LLM-Based Social Network,2025,Important,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",10,downloaded,https://arxiv.org/pdf/2506.15866,data/paper_cache/downloads/understanding-online-polarization-through-human-agent-interaction-in-a-synthetic-3a64f8aeaf.pdf,pdf,1491408,arxiv,,,https://www.semanticscholar.org/paper/2d71545ba1a2ff9f30703cef3df75a15d159b525,10.1609/icwsm.v19i1.35826,2506.15866
unsc-bench-evaluating-llm-diplomatic-role-playing-through-un-security-2690658be6,UNSC-Bench: Evaluating LLM Diplomatic Role-Playing Through UN Security Council Vote Prediction,2026,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Diplomacy and international institutions,0,downloaded,https://aclanthology.org/2026.mme-main.10.pdf,data/paper_cache/downloads/unsc-bench-evaluating-llm-diplomatic-role-playing-through-un-security-2690658be6.pdf,pdf,2098200,direct_pdf,,,https://aclanthology.org/2026.mme-main.10.pdf,10.18653/v1/2026.mme-main.10,
unveiling-the-truth-and-facilitating-change-towards-agent-based-large-038a85de52,Unveiling the Truth and Facilitating Change: Towards Agent-based Large-scale Social Movement Simulation,2024,Curated,Multi-Agent Social Simulation and Synthetic Societies,"Social networks, movements, and polarization",81,downloaded,https://arxiv.org/pdf/2402.16333,data/paper_cache/downloads/unveiling-the-truth-and-facilitating-change-towards-agent-based-large-038a85de52.pdf,pdf,1285599,arxiv,,,https://www.semanticscholar.org/paper/4cebc2cff69642ed9f0d847d7c01f050703b0856,10.48550/arXiv.2402.16333,2402.16333
upskilling-human-actors-against-ai-automation-bias-in-strategic-decision-6f1b83a88a,Upskilling human actors against AI automation bias in strategic decision making on the resort to force,2026,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,1,manual_needed,,,,0,,,data/paper_cache/manual/upskilling-human-actors-against-ai-automation-bias-in-strategic-decision-6f1b83a88a.pdf,https://www.semanticscholar.org/paper/a1f0e4cc8a0a06cbf7bac49748fcb44565856cda,10.1017/cfl.2025.10029,
using-imperfect-surrogates-for-downstream-inference-design-based-supervised-lear-249ff03459,Using Imperfect Surrogates for Downstream Inference: Design-based Supervised Learning for Social Science Applications of Large Language Models,2023,Important,Classical Political NLP and Information Extraction,Political text as data and policy-position extraction,49,downloaded,https://arxiv.org/pdf/2306.04746,data/paper_cache/downloads/using-imperfect-surrogates-for-downstream-inference-design-based-supervised-lear-249ff03459.pdf,pdf,1256147,arxiv,,,https://www.semanticscholar.org/paper/04071b5817d84eacc5d56816c0158c1fbee0d286,10.52202/075280-3000,2306.04746
using-large-language-models-to-simulate-multiple-humans-and-replicate-939bb559d5,Using Large Language Models to Simulate Multiple Humans and Replicate Human Subject Studies,2023,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,659,downloaded,https://arxiv.org/pdf/2208.10264,data/paper_cache/downloads/using-large-language-models-to-simulate-multiple-humans-and-replicate-939bb559d5.pdf,pdf,3614468,arxiv,,,https://proceedings.mlr.press/v202/aher23a/aher23a.pdf,,2208.10264
using-llms-to-enhance-democracy-5a5e58b043,Using LLMs to Enhance Democracy,2024,Watchlist,"Policymaking, Governance, and Institutional Decision Support",Democratic governance and augmentation,4,downloaded,https://arxiv.org/pdf/2410.08418,data/paper_cache/downloads/using-llms-to-enhance-democracy-5a5e58b043.pdf,pdf,380588,arxiv,,,https://www.semanticscholar.org/paper/550b7c7a69e04585bd29767baf51c2f4817ec8aa,10.1007/s11023-026-09767-y,2410.08418
valid-survey-simulations-with-limited-human-data-the-roles-of-5eea0ed069,"Valid Survey Simulations with Limited Human Data: The Roles of Prompting, Fine-Tuning, and Rectification",2025,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,6,downloaded,https://arxiv.org/pdf/2510.11408,data/paper_cache/downloads/valid-survey-simulations-with-limited-human-data-the-roles-of-5eea0ed069.pdf,pdf,686621,arxiv,,,https://www.semanticscholar.org/paper/b3f15b5a6796ddf87045ba1f8db725ef101c8cac,10.48550/arXiv.2510.11408,2510.11408
validating-generative-agent-based-models-of-social-norm-enforcement-from-04816c81c5,Validating Generative Agent-Based Models of Social Norm Enforcement: From Replication to Novel Predictions,2025,Curated,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,2,downloaded,https://arxiv.org/pdf/2507.22049,data/paper_cache/downloads/validating-generative-agent-based-models-of-social-norm-enforcement-from-04816c81c5.pdf,pdf,11983656,arxiv,,,https://www.semanticscholar.org/paper/61e2e9cef0f883e517583273af02fbbcea8c3f37,10.48550/arXiv.2507.22049,2507.22049
validation-is-the-central-challenge-for-generative-social-simulation-a-f593516fb5,Validation is the central challenge for generative social simulation: a critical review of LLMs in agent-based modeling,2025,Important,"Foundations, Surveys, and Methods",Social simulation and agent-based modeling reviews,12,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/validation-is-the-central-challenge-for-generative-social-simulation-a-f593516fb5.pdf,https://www.semanticscholar.org/paper/5cd29f769cced349fb7c5affb5c6d27fb387a69c,10.1007/s10462-025-11412-6,
victims-of-groupthink-ca57e93264,Victims of Groupthink,1972,Important,Political Science and Strategic Judgment Foundations,Intelligence analysis and structured analytic techniques,1862,manual_needed,,,,0,,,data/paper_cache/manual/victims-of-groupthink-ca57e93264.pdf,https://www.semanticscholar.org/paper/1d804dc3800de03a6b9a6cd8e89318f6fb4b57bd,,
vox-populi-vox-ai-using-language-models-to-estimate-german-b8a4ad9077,"Vox Populi, Vox AI? Using Language Models to Estimate German Public Opinion",2024,Important,Multi-Agent Social Simulation and Synthetic Societies,Synthetic populations and human samples,12,downloaded,https://arxiv.org/pdf/2407.08563,data/paper_cache/downloads/vox-populi-vox-ai-using-language-models-to-estimate-german-b8a4ad9077.pdf,pdf,3028925,arxiv,,,https://www.semanticscholar.org/paper/95a41d1598d3f888dbc38905817390bb70d65a66,10.1177/08944393251337014,2407.08563
waltzing-into-uncertainty-ai-in-nuclear-decision-making-and-the-9d24234f2b,Waltzing into uncertainty: AI in nuclear decision making and the challenge of divergent deterrence logics,2026,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming","Conflict, escalation, and geopolitical simulation",1,manual_needed,,,,0,,,data/paper_cache/manual/waltzing-into-uncertainty-ai-in-nuclear-decision-making-and-the-9d24234f2b.pdf,https://www.semanticscholar.org/paper/5142d912986ab1e0d7e166f2c143ec25de99525b,10.1017/cfl.2025.10021,
war-and-peace-waragent-large-language-model-based-multi-agent-519d54d2e2,War and Peace (WarAgent): Large Language Model-based Multi-Agent Simulation of World Wars,2023,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming","Conflict, escalation, and geopolitical simulation",149,downloaded,https://arxiv.org/pdf/2311.17227,data/paper_cache/downloads/war-and-peace-waragent-large-language-model-based-multi-agent-519d54d2e2.pdf,pdf,6692475,arxiv,,,https://www.semanticscholar.org/paper/9ad3edeea4732cb44a26f39652a668d1a562b0cf,10.48550/arXiv.2311.17227,2311.17227
war-as-a-commitment-problem-e497a02b13,War as a Commitment Problem,2006,Core,Political Science and Strategic Judgment Foundations,"Bargaining, signaling, and war",858,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/war-as-a-commitment-problem-e497a02b13.pdf,https://www.semanticscholar.org/paper/c1326170cf6201586f0281177bcd4259a70cdae5,10.1017/S0020818306060061,
warbench-a-comprehensive-benchmark-for-evaluating-llms-in-military-decision-f68ba855c5,WARBENCH: A Comprehensive Benchmark for Evaluating LLMs in Military Decision-Making,2026,Important,"Geopolitics, Diplomacy, National Security, and Wargaming",Military decision-making and wargaming,0,downloaded,https://arxiv.org/pdf/2603.21280,data/paper_cache/downloads/warbench-a-comprehensive-benchmark-for-evaluating-llms-in-military-decision-f68ba855c5.pdf,pdf,630316,arxiv,,,https://www.semanticscholar.org/paper/0f12312d9802499773ef7adfa506937263c4f523,,2603.21280
wargaming-for-international-relations-research-10b1a85b90,Wargaming for International Relations research,2021,Curated,Political Science and Strategic Judgment Foundations,"International politics, intelligence, and crisis judgment",36,manual_needed,,,,0,,semantic_scholar_lookup_failed: HTTP Error 429:,data/paper_cache/manual/wargaming-for-international-relations-research-10b1a85b90.pdf,https://www.semanticscholar.org/paper/972ce50bb17b167190e785b1bbe08d48a07a3a56,10.1177/13540661211064090,
what-is-escalation-measuring-crisis-dynamics-in-international-relations-with-f1a24dbfdd,What is Escalation? Measuring Crisis Dynamics in International Relations with Human and LLM Generated Event Data,2024,Important,"Geopolitics, Diplomacy, National Security, and Wargaming","Conflict, escalation, and geopolitical simulation",3,downloaded,https://arxiv.org/pdf/2402.03340,data/paper_cache/downloads/what-is-escalation-measuring-crisis-dynamics-in-international-relations-with-f1a24dbfdd.pdf,pdf,416810,arxiv,,,https://www.semanticscholar.org/paper/2fbeda24159ffccad81e33ced2c61c6f2f1ca236,,2402.03340
what-is-the-political-content-in-llms-pre-and-post-5f75438586,What Is The Political Content in LLMs' Pre- and Post-Training Data?,2025,Important,"Politics, Democracy, Public Opinion, and Persuasion","Political ideology, representation, and bias",3,downloaded,https://arxiv.org/pdf/2509.22367,data/paper_cache/downloads/what-is-the-political-content-in-llms-pre-and-post-5f75438586.pdf,pdf,4106163,arxiv,,,https://www.semanticscholar.org/paper/6ea5c7a8dcd2e516177cd1cc49c14babc0b2962c,10.48550/arXiv.2509.22367,2509.22367
what-makes-llm-agent-simulations-useful-for-policy-insights-from-15b9706029,What Makes LLM Agent Simulations Useful for Policy? Insights From an Iterative Design Engagement in Emergency Preparedness,2025,Important,"Policymaking, Governance, and Institutional Decision Support",Public-sector decision support and institutional workflow,8,downloaded,https://arxiv.org/pdf/2509.21868,data/paper_cache/downloads/what-makes-llm-agent-simulations-useful-for-policy-insights-from-15b9706029.pdf,pdf,4455278,arxiv,,,https://www.semanticscholar.org/paper/c65e057b8d3d1fbf3d1b5e67a5fa9de9d739c10e,10.48550/arXiv.2509.21868,
whatif-interactive-exploration-of-llm-powered-social-simulations-for-policy-8675f6ad49,WhatIf: Interactive Exploration of LLM-Powered Social Simulations for Policy Reasoning,2026,Curated,"Policymaking, Governance, and Institutional Decision Support",Strategic and institutional decision support,0,downloaded,https://arxiv.org/pdf/2604.17615,data/paper_cache/downloads/whatif-interactive-exploration-of-llm-powered-social-simulations-for-policy-8675f6ad49.pdf,pdf,36697094,arxiv,,,https://www.semanticscholar.org/paper/64e3fdcf6c41137189752b0f50ff8f192f1e780a,,2604.17615
when-ai-navigates-the-fog-of-war-44dda84fa7,When AI Navigates the Fog of War,2026,Curated,"Geopolitics, Diplomacy, National Security, and Wargaming","Conflict, escalation, and geopolitical simulation",0,downloaded,https://arxiv.org/pdf/2603.16642,data/paper_cache/downloads/when-ai-navigates-the-fog-of-war-44dda84fa7.pdf,pdf,779922,arxiv,,,https://www.semanticscholar.org/paper/7e47030443152e05cf721080e90d78c39338b294,,2603.16642
